40010,40010,40010,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,40006,22106-25:45,0,0,22206-28:45,40006,0,0,0,21807-33:44&34:46,40007,40007,30013,0,0,22206-39:45,40006,0,0,0,30013,40006,20406,0,0,30013,0,0,0,0,0,0
40010,40010,40010,30013,40005-6:44,40005-6:44,20405-6:44,0,0,0,0,0,0,0,0,0,30002,0,0,0,40009,40009,40009,30013,40006-25:45,40006,0,0,40006-28:45,40006,0,0,30001,20307-33:44&34:46,40007,40007,30013,0,0,40006-39:45,40006,0,0,30001,30013,40006-46:45,21706-46:45,0,0,30013,0,0,0,30001,0,0
40010,40011,0,30013,40005-6:44,40005-6:44,40005-6:44,0,0,30002,0,0,0,0,0,0,0,0,0,0,40009,40009,40009,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,0,0,0,0,30013,40009,40009,40009,0,0,0
40010,40010,0,30013,0,0,0,0,0,0,0,40007,21607-11:40&11:41,40007,0,0,0,0,0,0,40009-21:42,20209,21908-21:42,0,0,30001,0,30013,40007,40007,40407,0,0,0,0,0,30013,40006,20406,0,0,40007,40007,40007,30013,0,0,21806-47:41,40006,30013,40009,40009,20408,0,0,0
40010,0,0,30013,40005-5:41,20105-5:41,40005-5:41,40006,22006-8:41,0,0,20307,40007,40007,0,0,40006,22006-17:41,0,0,0,0,0,0,0,0,0,30013,40007,40007,40007,0,0,21817-33:39&33:40,40017,40017,30013,21706-38:42,40006,0,0,21807-41:40,40007,40007,30013,0,0,20306-47:41,40006,30013,40009-52:42,21709-52:42,40009,0,0,0
40010,40011,0,30013,40005-5:41,40005-5:41,40005-5:41,40006-8:41,40006,0,0,20307-11:40&11:41,40007,40007,0,0,40006-17:41,40006,0,0,0,0,0,0,0,0,40010,30013,40007-30:40&30:42,41707-30:40&30:42,40207,0,0,20317,40017,40017,30013,0,0,0,0,20807-41:40,40007,40007,30013,0,0,0,0,30013,30001,0,0,0,0,0
40010,0,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,0,10121,0,10121,40010,40010,30013,0,0,0,0,0,20317-33:39&33:40,40017,40017,30013,40006,20406,0,0,0,0,0,30013,40006,20406,0,0,30013,0,0,0,0,0,0
40010,40010,40010,0,0,30013,0,0,0,23114,0,20314,0,40006,20406,0,0,21809-17:36,40009,40009,30013,40021,40021,40021,40021,40021,40021,30013,10400,0,0,0,0,0,0,0,30013,21706-38:39,40006,0,0,0,22206-42:38,40006,30013,40006-46:39,21706-46:39,0,0,30013,0,0,0,30001,0,0
40010,40010,40011,40011,0,30013,0,0,0,23114,0,20314,0,21706-14:38,40006,0,0,40009,40009,40009,30013,40021,40021,40021,40021,40021,40021,30013,0,0,0,30001,0,0,0,0,30013,0,0,0,0,0,40006-42:38,40006,30013,0,0,0,30001,30013,0,0,0,0,0,0
40010,0,40011,0,0,30013,0,0,0,20414,0,20314,0,0,0,0,0,20209-17:36,40009,40009,30013,40021,40021,40021,40021,40021,40021,30013,0,0,0,0,0,40007,20107,40007,30013,0,40009,40009,21609-40:35,0,0,0,30013,0,0,0,0,30013,40009,40009,20109,0,0,0
40010,0,0,0,0,30013,30013,0,0,20414,0,20314,0,0,0,0,0,0,0,0,30013,40021,40021,40021,40021,40021,40021,30013,40010,40010,0,0,0,21807-34:36,40007,40007,30013,0,40009,40009,20409,0,0,0,30013,40006,20406,0,0,30013,40009,40009,21908-52:36,0,0,0
40010,40010,0,0,40011,0,30013,0,0,0,0,0,0,0,0,30002,0,0,40010,10100,30013,40021,40021,40021,40021,40021,40021,30013,40010,40010,40010,0,0,40007-34:36,40007,40007,30013,0,40009-40:35,40009,40009,0,22206-42:33,40006,30013,40006-46:35,21706-46:35,0,0,30013,40009-52:36,40009,40009,0,0,0
40010,40010,40010,0,0,0,30013,0,30001,0,0,30001,0,0,0,0,0,40010,40010,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,0,40006-42:33,40006,30013,0,0,0,0,30013,30013,30013,30013,30013,30013,30013
40010,40010,40010,40010,0,0,30013,0,0,0,0,0,0,0,0,0,0,40010,40010,0,30013,0,0,0,40214,40214,40214,40214,40214,0,40010,40010,0,0,40006,20406,0,0,0,0,30013,0,0,0,30013,0,0,0,0,20414,0,20314,0,0,40006,40006
40010,0,40005-4:30,40005-4:30,40005-4:30,30001,30013,0,0,0,0,0,0,0,0,0,40011,40011,0,0,30013,0,30002,0,0,0,0,0,0,0,0,0,40010,0,41706,40006,0,0,0,0,30013,0,0,0,30013,40006,20406,0,0,20414,0,20314,0,0,41706-55:31,20206
40010,30001,40005-4:30,40005-4:30,20405-4:30,0,30013,40006,21906-7:29,0,0,0,0,30002,0,0,40011,0,30002,0,30013,0,0,0,20114,20114,20114,22914,22914,0,0,0,40010,40010,0,0,0,40017,21617-37:28&39:30,20117,30013,0,0,0,30013,40006-46:31,21706-46:31,0,0,23114,0,23014,0,30001,0,0
40010,0,40005-4:28,40005-4:28,40005-4:28,0,30013,20206-7:29,40006,0,30002,0,0,0,0,0,0,40007,40007,40007,30013,40009,21609-23:27,20409,0,0,30001,0,0,0,0,0,0,40010,40010,0,0,40017,40017,40017,30013,40017,21617-43:29,20517,30013,0,0,0,0,20414,0,20314,20214,20214,0,0
40010,0,40005-4:28,40005-4:28,20405-4:28,0,30013,0,0,0,0,0,0,0,0,0,0,20307,40007,40007,30013,40009,40009,40009,0,0,0,0,0,0,0,0,0,40010,0,0,0,20317-37:28&39:30,40017,40017,30013,40017,40017,40017,30013,0,22206-46:28,40006,0,20414,0,20314,0,0,0,0
40010,0,40005-4:26,40005-4:26,40005-4:26,0,30013,30001,0,0,0,0,10100,0,0,0,0,22607-17:27&17:28,40007,40007,30013,40009-23:27,40009,40009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30013,40017-43:29,40017,40017,30013,0,40006-46:28,40006,0,20414,0,20314,20114,20114,0,0
40010,0,40005-4:26,40005-4:26,20405-4:26,0,30013,0,0,10300,40018,40018,40018,40018,10400,0,0,0,0,40012,30013,40012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,0
40010,40010,40010,0,21806-4:24,40006,30013,0,0,0,40018,40018,40018,40018,0,0,0,0,30001,0,30013,40017,21617,20517,0,40009,21609-25:24,40009,0,0,30001,0,40009,40009,21609-34:24,0,0,40017,21617-37:23&39:25,20117,30013,40019,40019,40019,40019,0,0,0,40006,40006,0,40007,40007,40007,30013,0
40010,40010,0,0,20306-4:24,40006,30013,30013,30013,0,40018,40018,40018,40018,0,0,0,0,0,0,30013,40017,40017,40017,0,20309,40009,40009,0,0,0,0,40009,40009,20409,0,0,40017,40017,40017,30013,40019,40019,40019,40019,10400-41:20,0,0,21706-49:24,20206,0,20307,40007,40007,30013,0
40010,0,0,0,0,0,0,0,30013,0,0,0,10200,0,0,0,40214,40214,40214,40214,30013,40017-23:25,40017,40017,0,40009-25:24,40009,40009,0,0,0,0,40009-34:24,40009,40009,0,0,20317-37:23&39:25,40017,40017,30013,40019,40019,40019,40019,0,0,0,0,0,0,22607-51:23&51:24,40007,40007,30013,0
40010,0,40005-3:21,40005-3:21,40005-3:21,0,40006,21606-6:21,30013,40005-11:21,40005-11:21,40005-11:21,0,0,0,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,40019,40019,40019,40019,0,0,0,0,0,0,0,0,0,30013,0
40010,0,40005-3:21,20205-3:21,40005-3:21,0,20306-6:21,40006,30013,40005-11:21,40005-11:21,20405-11:21,0,0,0,0,20114,22914,20114,20114,30013,0,0,0,0,0,0,40009,40009,40009,0,0,30013,30001,0,0,0,0,40006,40006,0,40019,40019,40019,40019,0,0,0,0,0,0,40009,21609-51:20,40009,30013,0
40010,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,0,0,23114,0,20314,0,0,0,30013,0,0,0,0,0,0,40009,40009,21909-28:19,0,0,30013,0,0,0,0,0,21806-39:20,20206,0,20219,40019,40019,40019,0,0,0,30001,0,0,20309,40009,40009,30013,0
40010,40010,40011,40011,40005-5:18,40005-5:18,0,0,0,21806-9:18,40006,30013,0,0,23114,0,20314,40009,40009,21609-18:17,30013,20108,40008,40008,40008,0,0,40009-28:19,20209,40009,0,0,0,0,0,10100,0,0,0,0,0,0,40015,40015,0,0,0,0,0,0,0,40009-51:20,40009,40009,30013,0
40010,40010,40011,40011,40005-5:18,20405-5:18,0,0,0,20306-9:18,40006,30013,0,0,20414,0,20314,40009,40009,40009,30013,40008,40008,40008,20408,0,0,0,0,0,0,0,40018,40018,40018,40018,10400,0,0,0,40015,40015,40015,40015,0,0,0,0,0,0,0,0,30001,0,30013,0
40010,40010,40005-3:16,40005-3:16,40005-3:16,0,40006,20106,30013,30013,30013,30013,0,0,20414,0,20314,40009-18:17,20209,40009,30013,40008,40008,40008,40008,0,0,0,0,0,0,10300,40018,40018,40018,40018,0,0,0,0,40015,40015,40015,40015,40015,30001,0,0,0,0,0,40009,40009,40009,30013,0
40010,40010,40005-3:16,20205-3:16,40005-3:16,0,21806-7:17,40006,30013,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,40008-21:19&24:18,40008,40008,40008,0,0,0,0,0,0,0,40018,40018,40018,40018,10200,0,0,0,40015,40015,40015,40015,40015,0,0,0,0,30001,0,20309,40009,40009,30013,0
40010,40010,30013,30013,30013,30013,30013,30013,30013,0,40015,40015,40015,0,30013,0,30001,0,0,0,0,0,0,0,0,0,0,20414,0,20314,0,0,0,0,0,0,0,30001,0,0,0,40015,40015,40011,40015,40015,0,0,0,0,0,21709-51:16,40009,40009,30013,0
40010,40005-2:13,40005-2:13,40005-2:13,0,30002,0,0,30013,0,40015,40015,40015,0,30013,0,0,0,0,30001,0,40007,20107,40007,0,40012,0,20414,0,20314,0,0,40009,20109,40009,0,0,0,0,0,0,40010,40010,40010,40015,40015,0,0,0,0,0,0,0,0,30013,40006
40010,40005-2:13,20205-2:13,40005-2:13,0,0,40006,20406,30013,0,0,0,0,0,30013,40006,22006-16:13,0,22206-18:13,40006,0,20307,40007,40007,0,0,0,20414,0,20314,0,0,21809-33:14,40009,40009,0,0,0,0,0,0,0,40010,40010,40010,40015,0,30001,0,0,0,0,22206-52:13,40006,30013,41706-56:14
40010,0,0,0,30002,0,21806-7:13,40006,30013,0,0,22014,0,22214,30013,40006-16:13,40006,0,40006-18:13,40006,0,40007-21:13&22:14,40007,21907-21:13&22:14,0,0,0,23114,0,23014,0,0,40009-33:14,40009,40009,0,0,0,0,0,0,0,0,40010,40010,40015,0,0,0,0,0,0,40006-52:13,40006,30013,0
40010,40005-2:11,20105-2:11,40005-2:11,30013,30013,30013,30013,30013,0,0,20414,0,20314,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,0,0,0,0,0,0,30001,0,0,40010,40015,0,0,0,0,30001,0,0,0,30013,40006
40010,40005-2:11,40005-2:11,40005-2:11,30013,0,0,0,30001,0,0,20414,0,20314,30013,40006,20406,0,0,0,0,40006,20406,0,40007,40007,40007,30013,40009,40009,40009,0,0,0,30013,0,0,0,0,0,0,0,0,0,40010,40015,0,0,0,0,0,0,0,0,30013,40206-55:10
40010,40005-2:8,40005-2:8,40005-2:8,30013,21606-6:9,20406,0,0,0,0,20414,0,20314,30013,21706-16:10,40006,0,0,0,0,40006-22:10,21706-22:10,0,20307,40007,40007,30013,40009,40009,40009,0,0,30001,30013,21606-36:9,20106,0,22206-38:9,40006,0,0,30001,0,0,40015,30001,0,21606-49:9,20106,0,21606-52:9,20106,0,30013,0
40010,40005-2:8,20205-2:8,40005-2:8,30013,40006-6:9,40006,0,30001,22814,22814,20214,20214,20214,30013,0,30001,0,0,30001,0,0,0,0,22607-24:8&24:9,40007,40007,30013,21709-29:8,20209,40009,0,0,0,30013,40006-36:9,40006,30001,40006-38:9,40006,0,0,0,0,0,40015,0,0,40006-49:9,40006,0,40006-52:9,40006,0,30013,40006
40010,0,0,30002,30013,30013,30013,30013,30013,0,0,0,0,0,30013,0,0,0,0,0,0,0,0,30001,0,0,0,30013,0,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30020,30013,30013,30013,30013,30013,30013,30013,30013,30013,41706-56:8
40010,40005-2:5,40005-2:5,40005-2:5,0,40006,21906-5:5,0,30013,20114,20114,20114,20114,20114,30013,0,40007,20107,40007,0,0,0,0,0,40007,21607-24:4&24:5,40007,30013,22014,0,20314,20214,20214,20214,30013,20214,20214,20214,0,30002,0,40016,40016,20116,20116,40015,0,40016,40016,40016,20416,0,0,40006,21906-53:5,0
40010,40005-2:5,20205-2:5,40005-2:5,0,20306-5:5,40006,0,30013,30013,30013,30013,30013,30013,30013,0,21807-17:6&18:5,40007,20407,0,22206-20:5,40006,0,0,20307,40007,40007,30013,0,0,0,0,0,0,30013,0,0,0,0,0,0,21816-43:6&44:6,40016,40016,40016,40015,0,40016,40016,40016,20416,0,0,40206-53:5,40006,0
40010,30002,0,30001,0,0,0,30001,30013,40011,0,0,0,0,0,0,40007-17:6&18:5,40007,40007,0,40006-20:5,40006,0,0,20307-24:4&24:5,40007,40007,30013,20414,0,20314,22914,20114,20114,30013,20114,20114,20114,0,0,0,40016-43:6&44:6,40016,40016,40016,40015,40015,40016-50:5&50:6,40016,40016,21916-50:5&50:6,0,30001,0,0,0
40010,40005-2:2,40005-2:2,40005-2:2,0,40006,20406,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,20414,0,20314,0,0,0,0,0,0,0,0,0,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,0,0,0,40011
30002,40005-2:2,20205-2:2,40005-2:2,0,21806-6:3,40006,0,30013,0,30001,20214,20214,20214,20214,20214,22514,0,30001,0,40005-21:1,40005-21:1,40005-21:1,40010,0,0,0,0,40414,0,40314,0,0,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015
0,0,0,0,0,30001,0,0,30013,0,0,0,0,0,0,0,0,0,0,0,40005-21:1,20205-21:1,40005-21:1,40010,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015
0,30001,0,0,0,0,10500,0,30013,40011,0,22314,20114,20114,20114,20114,20114,10500,0,0,0,0,40010,40010,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015,40015
